Estudiante;Materia 1;Materia 2;Materia 3;Materia 4;Materia 5
Estudiante 498;4,0;1,0;4,0;5,0;1,0
Estudiante 499;3,0;3,0;1,0;4,0;0,0
Estudiante 500;2,0;2,0;2,0;3,0;5,0
Estudiante 501;1,0;4,0;2,0;1,0;1,0
Estudiante 502;4,0;5,0;1,0;4,0;3,0
Estudiante 503;1,0;3,0;0,0;0,0;5,0
Estudiante 504;4,0;5,0;3,0;2,0;5,0
Estudiante 505;3,0;0,0;0,0;4,0;2,0
Estudiante 506;1,0;3,0;1,0;4,0;3,0
Estudiante 507;5,0;5,0;4,0;2,0;5,0
Estudiante 508;1,0;3,0;0,0;3,0;3,0
Estudiante 509;0,0;2,0;2,0;5,0;2,0
Estudiante 510;3,0;1,0;2,0;3,0;1,0
Estudiante 511;0,0;1,0;5,0;0,0;2,0
Estudiante 512;1,0;2,0;0,0;4,0;2,0
Estudiante 513;1,0;2,0;3,0;2,0;1,0
Estudiante 514;3,0;4,0;0,0;3,0;4,0
Estudiante 515;2,0;5,0;0,0;2,0;0,0
Estudiante 516;0,0;1,0;5,0;0,0;2,0
Estudiante 517;5,0;2,0;3,0;5,0;3,0
Estudiante 518;2,0;5,0;1,0;3,0;4,0
Estudiante 519;4,0;1,0;3,0;5,0;2,0
Estudiante 520;4,0;0,0;0,0;5,0;4,0
Estudiante 521;0,0;0,0;3,0;4,0;2,0
Estudiante 522;4,0;2,0;4,0;5,0;4,0
Estudiante 523;3,0;4,0;3,0;0,0;0,0
Estudiante 524;4,0;2,0;1,0;3,0;2,0
Estudiante 525;4,0;5,0;0,0;1,0;0,0
Estudiante 526;5,0;2,0;3,0;4,0;3,0
Estudiante 527;5,0;5,0;1,0;1,0;5,0
Estudiante 528;5,0;5,0;1,0;4,0;2,0
Estudiante 529;2,0;2,0;5,0;2,0;0,0
Estudiante 530;2,0;4,0;3,0;5,0;5,0
Estudiante 531;4,0;4,0;1,0;4,0;1,0
Estudiante 532;1,0;5,0;3,0;3,0;2,0
Estudiante 533;5,0;2,0;4,0;4,0;3,0
Estudiante 534;2,0;4,0;3,0;3,0;0,0
Estudiante 535;3,0;3,0;3,0;0,0;1,0
Estudiante 536;4,0;0,0;3,0;3,0;3,0
Estudiante 537;2,0;3,0;0,0;2,0;2,0
Estudiante 538;1,0;2,0;0,0;1,0;1,0
Estudiante 539;5,0;1,0;3,0;4,0;1,0
Estudiante 540;0,0;0,0;1,0;5,0;1,0
Estudiante 541;1,0;2,0;5,0;3,0;1,0
Estudiante 542;4,0;1,0;4,0;0,0;1,0
Estudiante 543;4,0;5,0;1,0;1,0;4,0
Estudiante 544;0,0;2,0;3,0;4,0;0,0
Estudiante 545;2,0;2,0;2,0;4,0;5,0
Estudiante 546;0,0;0,0;5,0;2,0;1,0
Estudiante 547;3,0;3,0;5,0;2,0;1,0
Estudiante 548;5,0;3,0;1,0;2,0;2,0
Estudiante 549;5,0;1,0;5,0;2,0;3,0
Estudiante 550;3,0;2,0;5,0;4,0;4,0
Estudiante 551;3,0;4,0;4,0;3,0;1,0
Estudiante 552;5,0;0,0;1,0;2,0;4,0
Estudiante 553;5,0;4,0;5,0;3,0;2,0
Estudiante 554;1,0;1,0;2,0;1,0;1,0
Estudiante 555;4,0;5,0;0,0;2,0;3,0
Estudiante 556;0,0;5,0;1,0;5,0;4,0
Estudiante 557;5,0;2,0;1,0;0,0;5,0
Estudiante 558;1,0;4,0;0,0;3,0;5,0
Estudiante 559;0,0;1,0;2,0;2,0;5,0
Estudiante 560;2,0;3,0;4,0;4,0;5,0
Estudiante 561;2,0;2,0;1,0;3,0;0,0
Estudiante 562;1,0;1,0;3,0;5,0;4,0
Estudiante 563;5,0;1,0;1,0;5,0;0,0
Estudiante 564;0,0;5,0;1,0;4,0;3,0
Estudiante 565;4,0;0,0;5,0;4,0;1,0
Estudiante 566;3,0;4,0;5,0;3,0;2,0
Estudiante 567;5,0;5,0;3,0;1,0;1,0
Estudiante 568;2,0;2,0;4,0;4,0;3,0
Estudiante 569;3,0;0,0;0,0;5,0;5,0
Estudiante 570;1,0;2,0;1,0;2,0;1,0
Estudiante 571;4,0;3,0;1,0;5,0;0,0
Estudiante 572;4,0;0,0;5,0;1,0;0,0
Estudiante 573;1,0;4,0;4,0;0,0;3,0
Estudiante 574;3,0;0,0;2,0;2,0;3,0
Estudiante 575;1,0;5,0;2,0;2,0;1,0
Estudiante 576;4,0;5,0;1,0;3,0;4,0
Estudiante 577;1,0;2,0;0,0;2,0;1,0
Estudiante 578;3,0;5,0;4,0;2,0;5,0
Estudiante 579;3,0;3,0;4,0;4,0;3,0
Estudiante 580;2,0;4,0;0,0;1,0;4,0
Estudiante 581;0,0;2,0;1,0;5,0;1,0
Estudiante 582;2,0;4,0;2,0;2,0;3,0
Estudiante 583;2,0;2,0;2,0;0,0;2,0
Estudiante 584;3,0;2,0;5,0;4,0;4,0
Estudiante 585;4,0;3,0;4,0;0,0;5,0
Estudiante 586;0,0;4,0;0,0;4,0;0,0
Estudiante 587;2,0;2,0;4,0;1,0;0,0
Estudiante 588;1,0;0,0;1,0;3,0;5,0
Estudiante 589;3,0;0,0;0,0;1,0;1,0
Estudiante 590;3,0;3,0;4,0;1,0;3,0
Estudiante 591;3,0;4,0;3,0;1,0;2,0
Estudiante 592;1,0;5,0;1,0;2,0;4,0
Estudiante 593;1,0;4,0;1,0;3,0;3,0
Estudiante 594;5,0;4,0;2,0;4,0;1,0
Estudiante 595;4,0;1,0;3,0;5,0;0,0
Estudiante 596;5,0;2,0;5,0;5,0;1,0
Estudiante 597;1,0;1,0;4,0;1,0;4,0
Estudiante 598;4,0;2,0;4,0;0,0;0,0
Estudiante 599;3,0;0,0;2,0;2,0;3,0
Estudiante 600;5,0;4,0;2,0;0,0;4,0
Estudiante 601;3,0;3,0;1,0;5,0;5,0
Estudiante 602;0,0;2,0;5,0;2,0;0,0
Estudiante 603;1,0;3,0;1,0;3,0;0,0
Estudiante 604;4,0;5,0;4,0;4,0;5,0
Estudiante 605;3,0;2,0;5,0;4,0;1,0
Estudiante 606;2,0;1,0;3,0;1,0;0,0
Estudiante 607;4,0;5,0;5,0;3,0;0,0
Estudiante 608;3,0;4,0;2,0;3,0;1,0
Estudiante 609;0,0;4,0;4,0;5,0;5,0
Estudiante 610;5,0;1,0;3,0;0,0;2,0
Estudiante 611;3,0;0,0;3,0;5,0;3,0
Estudiante 612;3,0;3,0;3,0;2,0;0,0
Estudiante 613;0,0;3,0;4,0;2,0;4,0
Estudiante 614;5,0;4,0;5,0;1,0;5,0
Estudiante 615;4,0;1,0;3,0;5,0;5,0
Estudiante 616;0,0;5,0;2,0;4,0;2,0
Estudiante 617;3,0;4,0;3,0;4,0;5,0
Estudiante 618;2,0;1,0;1,0;1,0;4,0
Estudiante 619;2,0;4,0;0,0;2,0;1,0
Estudiante 620;2,0;0,0;5,0;0,0;4,0
Estudiante 621;4,0;2,0;1,0;1,0;4,0
Estudiante 622;5,0;4,0;3,0;3,0;5,0
Estudiante 623;1,0;3,0;5,0;4,0;2,0
Estudiante 624;1,0;5,0;4,0;0,0;5,0
Estudiante 625;4,0;1,0;3,0;4,0;3,0
Estudiante 626;3,0;4,0;2,0;0,0;1,0
Estudiante 627;5,0;2,0;2,0;1,0;5,0
Estudiante 628;4,0;2,0;0,0;5,0;4,0
Estudiante 629;0,0;3,0;3,0;3,0;5,0
Estudiante 630;3,0;4,0;2,0;4,0;3,0
Estudiante 631;1,0;5,0;1,0;3,0;0,0
Estudiante 632;4,0;1,0;4,0;2,0;1,0
Estudiante 633;2,0;3,0;5,0;0,0;5,0
Estudiante 634;5,0;4,0;5,0;1,0;2,0
Estudiante 635;0,0;2,0;5,0;0,0;3,0
Estudiante 636;1,0;0,0;3,0;1,0;0,0
Estudiante 637;5,0;5,0;3,0;1,0;3,0
Estudiante 638;3,0;1,0;3,0;1,0;2,0
Estudiante 639;3,0;4,0;5,0;1,0;3,0
Estudiante 640;2,0;4,0;2,0;3,0;3,0
Estudiante 641;3,0;4,0;1,0;2,0;2,0
Estudiante 642;3,0;0,0;4,0;5,0;2,0
Estudiante 643;1,0;0,0;0,0;3,0;3,0
Estudiante 644;3,0;1,0;2,0;0,0;1,0
Estudiante 645;5,0;2,0;4,0;5,0;2,0
Estudiante 646;0,0;0,0;3,0;4,0;0,0
Estudiante 647;0,0;4,0;2,0;0,0;1,0
Estudiante 648;0,0;1,0;4,0;1,0;0,0
Estudiante 649;5,0;5,0;3,0;2,0;0,0
Estudiante 650;5,0;2,0;0,0;3,0;2,0
Estudiante 651;3,0;0,0;4,0;2,0;0,0
Estudiante 652;1,0;4,0;0,0;2,0;5,0
Estudiante 653;5,0;5,0;5,0;0,0;4,0
Estudiante 654;3,0;5,0;1,0;1,0;3,0
Estudiante 655;3,0;4,0;3,0;0,0;5,0
Estudiante 656;2,0;0,0;5,0;4,0;5,0
Estudiante 657;1,0;0,0;0,0;4,0;1,0
Estudiante 658;2,0;2,0;5,0;3,0;0,0
Estudiante 659;3,0;2,0;3,0;5,0;0,0
Estudiante 660;0,0;1,0;2,0;1,0;5,0
Estudiante 661;0,0;4,0;4,0;1,0;2,0
Estudiante 662;4,0;4,0;4,0;4,0;4,0
Estudiante 663;0,0;4,0;1,0;5,0;4,0
Estudiante 664;4,0;1,0;2,0;5,0;2,0
Estudiante 665;5,0;5,0;1,0;5,0;0,0
Estudiante 666;1,0;1,0;3,0;3,0;0,0
Estudiante 667;0,0;4,0;2,0;3,0;2,0
Estudiante 668;4,0;0,0;0,0;1,0;2,0
Estudiante 669;2,0;0,0;0,0;5,0;0,0
Estudiante 670;2,0;2,0;5,0;1,0;1,0
Estudiante 671;5,0;2,0;2,0;3,0;1,0
Estudiante 672;3,0;0,0;0,0;3,0;3,0
Estudiante 673;2,0;0,0;3,0;3,0;3,0
Estudiante 674;0,0;2,0;2,0;5,0;4,0
Estudiante 675;5,0;4,0;4,0;3,0;4,0
Estudiante 676;0,0;4,0;5,0;3,0;1,0
Estudiante 677;1,0;3,0;2,0;1,0;4,0
Estudiante 678;4,0;2,0;0,0;2,0;2,0
Estudiante 679;0,0;2,0;0,0;0,0;4,0
Estudiante 680;4,0;2,0;5,0;5,0;3,0
Estudiante 681;4,0;2,0;0,0;3,0;3,0
Estudiante 682;1,0;1,0;5,0;5,0;0,0
Estudiante 683;5,0;0,0;4,0;4,0;3,0
Estudiante 684;1,0;5,0;4,0;4,0;5,0
Estudiante 685;3,0;1,0;4,0;3,0;2,0
Estudiante 686;1,0;4,0;0,0;3,0;5,0
Estudiante 687;1,0;4,0;2,0;1,0;5,0
Estudiante 688;2,0;1,0;3,0;4,0;2,0
Estudiante 689;3,0;1,0;3,0;4,0;3,0
Estudiante 690;1,0;0,0;1,0;1,0;2,0
